A Day to Remember,Bad Vibrations (Deluxe Edition),Bullfight,17 Oct 2019 12:49
Killing Joke,Killing Joke,You'll Never Get to Me,17 Oct 2019 12:43
A Day to Remember,Homesick,Holdin' It Down for the Underground,17 Oct 2019 12:40
Killing Joke,Killing Joke,Asteroid,17 Oct 2019 12:36
A Day to Remember,Homesick,Welcome to the Family,17 Oct 2019 11:31
A Day to Remember,What Separates Me from You,All I Want,17 Oct 2019 11:28
dead prez,Let's Get Free,Hip-Hop,17 Oct 2019 11:24
A Day to Remember,Homesick,Homesick,17 Oct 2019 11:20
Fear Factory,Demanufacture [Special Edition],Replica,17 Oct 2019 11:16
A Day to Remember,Homesick,I'm Made of Wax Larry What Are You Made Of?,17 Oct 2019 11:13
That Poppy,Bubblebath,American Kids,17 Oct 2019 10:29
That Poppy,Bubblebath,Altar,17 Oct 2019 10:01
Machine Head,Unto the Locust (Special Edition),Locust,17 Oct 2019 09:54
That Poppy,Bubblebath,Lowlife,17 Oct 2019 09:50
Poppy,Am I A Girl?,Play Destroy,17 Oct 2019 09:17
A Day to Remember,Homesick,NJ Legion Iced Tea,17 Oct 2019 09:13
The Bronx,The Bronx (I),Notice of Eviction,17 Oct 2019 09:11
Killradio,Raised on Whipped Cream,Scavenger,17 Oct 2019 09:06
Jimi Jamison,I'm Always Here,I'm Always Here,17 Oct 2019 09:04
A Day to Remember,Homesick,My Life for Hire,17 Oct 2019 07:53
A Day to Remember,Homesick,The Downfall of Us All,17 Oct 2019 07:50
Daughters,You Won't Get What You Want,Ocean Song,17 Oct 2019 07:41
A Day to Remember,For Those Who Have Heart Re-Issue,Since U Been Gone,17 Oct 2019 07:38
Wednesday 13,Necrophaze,Necrophaze (feat. Alice Cooper),17 Oct 2019 07:12
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Hypnotize - 2014 Remaster,17 Oct 2019 07:09
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Going Back to Cali - 2014 Remaster,17 Oct 2019 07:03
The Notorious B.I.G.,Greatest Hits (Explicit Version),Big Poppa,17 Oct 2019 06:58
Have a Nice Life,Deathconsciousness,Bloodhail,17 Oct 2019 06:52
Blue Swede,Hooked On A Feeling,Hooked on a Feeling,17 Oct 2019 06:49
the dose,The Dose,Cold Hands,17 Oct 2019 06:11
Superheaven,Ours Is Chrome,I've Been Bored,17 Oct 2019 06:07
Kendrick Lamar,To Pimp a Butterfly,King Kunta,17 Oct 2019 05:40
Captain Beefheart & His Magic Band,Safe As Milk,I'm Glad,17 Oct 2019 05:36
Jefferson Airplane,Surrealistic Pillow,Somebody to Love,17 Oct 2019 05:33
Captain Beefheart & His Magic Band,Safe As Milk,Zig Zag Wanderer,17 Oct 2019 05:30
Leadbelly,The Tradition Masters: Lead Belly,Where Did You Sleep Last Night,17 Oct 2019 05:27
Leadbelly,Lead Belly's Last Sessions,Black Betty,17 Oct 2019 05:25
Deftones,Koi No Yokan,Tempest,17 Oct 2019 05:19
Raunchy,Wasteland Discotheque,A Heavy Burden,17 Oct 2019 04:55
Linkin Park,The Hunting Party,A Line in the Sand,17 Oct 2019 04:48
Mark Morton,Cross Off,Cross Off,17 Oct 2019 04:44
Anti-Flag,American Spring,Brandenburg Gate,17 Oct 2019 04:41
Misfits,Famous Monsters,Scream,17 Oct 2019 04:38
J. Cole,4 Your Eyez Only,Immortal,17 Oct 2019 04:35
Deftones,Koi No Yokan,Swerve City,17 Oct 2019 04:32
Deftones,Around the Fur,My Own Summer (Shove It),17 Oct 2019 04:28
Blackbear,hot girl bummer,hot girl bummer,17 Oct 2019 04:25
That Poppy,Bubblebath,Lowlife,17 Oct 2019 04:22
Anti-Flag,Christian Nationalist,Christian Nationalist,17 Oct 2019 04:19
Descendents,Milo Goes to College,Hope,17 Oct 2019 04:17
Descendents,Milo Goes to College,Suburban Home,17 Oct 2019 04:15
Ice Nine Kills,The Silver Scream,Rocking The Boat,17 Oct 2019 04:11
Madonna,Celebration (double disc version),4 Minutes,17 Oct 2019 04:08
Shaggy,Hot Shot (International Version #2),Angel,16 Oct 2019 22:03
Bon Jovi,Bon Jovi Greatest Hits,Always,16 Oct 2019 21:57
Sum 41,Underclass Hero,With Me,16 Oct 2019 21:52
Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),16 Oct 2019 21:48
Anti-Flag,For Blood and Empire,1 Trillion Dollar$ - Dirty Version,16 Oct 2019 21:46
Good Charlotte,The Young and the Hopeless,Hold On,16 Oct 2019 21:42
Plain White T's,Every Second Counts,Our Time Now,16 Oct 2019 21:39
Billy Talent,Hits,Nothing to Lose,16 Oct 2019 21:31
Fear Factory,Demanufacture [Special Edition],Replica,16 Oct 2019 18:45
Sonic Youth,Daydream Nation (Deluxe Edition),Silver Rocket,16 Oct 2019 18:41
Deftones,Koi No Yokan,Swerve City,16 Oct 2019 18:38
Denzel Curry,Shawshank [Feat. Tate Kobang],Shawshank [Feat. Tate Kobang],16 Oct 2019 18:36
Falling in Reverse,The Drug In Me Is You,The Drug in Me Is You,16 Oct 2019 18:33
Idle Hands,Mana,Give Me To The Night,16 Oct 2019 18:30
That Poppy,Bubblebath,Money,16 Oct 2019 18:27
That Poppy,Bubblebath,Lowlife,16 Oct 2019 18:23
Daughters,You Won't Get What You Want,Satan In The Wait,16 Oct 2019 18:23
Daughters,You Won't Get What You Want,Satan In The Wait,16 Oct 2019 17:01
Egypt Central,Murder in the French Quarter,Citizen Radio,16 Oct 2019 16:35
Basement,Colourmeinkindness,Whole,16 Oct 2019 16:32
That Poppy,Bubblebath,Lowlife,16 Oct 2019 16:28
SWMRS,Drive North,Palm Trees,16 Oct 2019 16:28
Basement,Colourmeinkindness,Whole,16 Oct 2019 14:27
The Struts,Everybody Wants,Could Have Been Me,16 Oct 2019 14:24
SWMRS,Drive North,Figuring It Out,16 Oct 2019 14:20
No Doubt,Tragic Kingdom,Sunday Morning,16 Oct 2019 14:15
No Doubt,Tragic Kingdom,Excuse Me Mr.,16 Oct 2019 14:12
Anti-Flag,Christian Nationalist,Christian Nationalist,16 Oct 2019 14:10
Egypt Central,White Rabbit,White Rabbit,16 Oct 2019 14:04
That Poppy,Bubblebath,Lowlife,16 Oct 2019 14:01
Snoop Dogg,Young Wild & Free (feat. Bruno Mars),Young Wild & Free (feat. Bruno Mars),16 Oct 2019 13:49
Cro,Raop +5,Easy,16 Oct 2019 13:46
Sum 41,All Killer No Filler,Handle This,16 Oct 2019 13:42
Rise Against,Appeal to Reason,Audience of One,16 Oct 2019 13:38
That Poppy,Bubblebath,Lowlife,16 Oct 2019 13:34
NOFX,So Long & Thanks for All the Shoes,Eat the Meek,16 Oct 2019 13:31
Post Malone,Hollywood's Bleeding,Circles,16 Oct 2019 13:27
Post Malone,Hollywood's Bleeding,Goodbyes (feat. Young Thug),16 Oct 2019 13:24
CeeLo Green,The Lady Killer (The Platinum Edition),Fuck You,16 Oct 2019 13:20
Neck Deep,She's A God,She's A God,16 Oct 2019 13:17
Neck Deep,december,December (again) [feat. Mark Hoppus],16 Oct 2019 13:13
Neck Deep,The Peace and the Panic,Parachute,16 Oct 2019 13:09
Rin,Dior 2001,Dior 2001,16 Oct 2019 13:06
Neck Deep,Torn,Torn,16 Oct 2019 13:02
Bausa,Powerbausa,Was du Liebe nennst,16 Oct 2019 12:59
Batushka,Litourgiya,Yekteniya I,16 Oct 2019 12:53
Batushka,Hospodi,Wieczernia,16 Oct 2019 12:47
Zeal & Ardor,Devil Is Fine,Come On Down,16 Oct 2019 12:44
Post Malone,beerbongs & bentleys,Better Now,16 Oct 2019 12:40
That Poppy,Bubblebath,Lowlife,16 Oct 2019 11:42
Zeal & Ardor,Stranger Fruit,Gravedigger's Chant,16 Oct 2019 11:39
Tattoo the Scars,Bridges Burned,Bridges Burned,16 Oct 2019 11:20
Rivers of Nihil,Where Owls Know My Name,The Silent Life,16 Oct 2019 11:11
Kaffkönig,Das große Kotzen,Gaffer & Beton,16 Oct 2019 11:09
Simple Creatures,Everything Opposite,Thanks I Hate It,16 Oct 2019 11:06
Simple Creatures,Everything Opposite,Special,16 Oct 2019 11:03
METZ,Metz,Wet Blanket,16 Oct 2019 10:59
Have a Nice Life,Deathconsciousness,Deep Deep,16 Oct 2019 10:54
Poppy,Am I A Girl?,Play Destroy,16 Oct 2019 10:51
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,16 Oct 2019 10:48
Poppy,Am I A Girl?,Time Is Up,16 Oct 2019 10:44
That Poppy,Bubblebath,Money,16 Oct 2019 10:41
That Poppy,Bubblebath,Lowlife,16 Oct 2019 10:38
Static-X,Machine,Black And White,16 Oct 2019 10:11
Dethklok,Dethalbum III,Skyhunter,16 Oct 2019 10:07
Dethklok,Dethalbum III,Andromeda,16 Oct 2019 10:04
J. Cole,MIDDLE CHILD,MIDDLE CHILD,16 Oct 2019 10:00
That Poppy,Bubblebath,Lowlife,16 Oct 2019 09:57
Tyga,Goddamn (feat. A Boogie wit da Hoodie),Goddamn (feat. A Boogie wit da Hoodie),16 Oct 2019 09:53
dead prez,Let's Get Free,Hip-Hop,16 Oct 2019 09:49
YG,My Krazy Life (Deluxe),My Nigga,16 Oct 2019 09:45
YG,Go Loko,Go Loko,16 Oct 2019 08:50
Deftones,White Pony (U.S. Version),Change (In the House of Flies) - In The House Of Flies LP Version,16 Oct 2019 08:45
Deftones,Koi No Yokan,Swerve City,16 Oct 2019 08:42
Deftones,Around the Fur,My Own Summer (Shove It),16 Oct 2019 08:39
Killing Joke,Killing Joke,Loose Cannon,16 Oct 2019 08:34
Killing Joke,Killing Joke,Seeing Red - Full Version,16 Oct 2019 08:29
Static-X,Shadow Zone (U.S. Version),The Only,16 Oct 2019 08:26
Killing Joke,Killing Joke,You'll Never Get to Me,16 Oct 2019 08:20
Killing Joke,Killing Joke,Asteroid,16 Oct 2019 08:16
Killing Joke,Killing Joke,The Death & Resurrection Show,16 Oct 2019 08:09
Dope,No Regrets,My Funeral,16 Oct 2019 08:06
Wayne Static,Pighammer,Assassins of Youth,16 Oct 2019 08:03
Deftones,Diamond Eyes,Sextape,16 Oct 2019 07:59
Dethklok,The Dethalbum,Thunderhorse,16 Oct 2019 07:56
Static-X,Cult of Static,Hypure,16 Oct 2019 07:44
RAF Camora,Ghøst,So lala,15 Oct 2019 14:35
Amon Amarth,With Oden On Our Side,Cry of the Black Birds,15 Oct 2019 14:31
The Offspring,Americana,Walla Walla,15 Oct 2019 14:28
Ice Nine Kills,The Silver Scream,Love Bites,15 Oct 2019 14:25
The Interrupters,Fight the Good Fight,Title Holder,15 Oct 2019 14:22
Limp Bizkit,Ready To Go,Ready To Go,15 Oct 2019 14:16
Beartooth,Disgusting (Deluxe Edition),Beaten In Lips,15 Oct 2019 14:13
blink-182,Dude Ranch,Josie,15 Oct 2019 14:09
Minutemen,Double Nickels on the Dime,Corona,15 Oct 2019 14:07
Young Thug,Pick Up the Phone,Pick Up The Phone,15 Oct 2019 14:03
Infectious Grooves,Groove Family Cyco,Violent & Funky,15 Oct 2019 13:59
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Nothin' on You (feat. Bruno Mars),15 Oct 2019 13:54
Billy Talent,Turn Your Back w/ Anti-Flag,Turn Your Back with Anti-Flag,15 Oct 2019 13:51
Soil,Scars,Breaking Me Down,15 Oct 2019 13:47
The Interrupters,Fight the Good Fight,Got Each Other,15 Oct 2019 13:47
Soil,Scars,Halo,15 Oct 2019 12:46
Weezer,It's Been So Long,It's Been So Long,15 Oct 2019 09:23
Soil,Scars,Need to Feel,15 Oct 2019 09:22
Soil,Redefine,Pride,15 Oct 2019 09:19
Wednesday 13,Condolences,What the Night Brings,15 Oct 2019 09:15
Wednesday 13,Necrophaze,Zodiac,15 Oct 2019 09:11
Wednesday 13,Necrophaze,Necrophaze (feat. Alice Cooper),15 Oct 2019 09:07
Wednesday 13,Necrophaze,Decompose,15 Oct 2019 09:01
Static-X,Wisconsin Death Trip,Push It,15 Oct 2019 08:02
Dope,Blood Money Part 1,Blood Money,15 Oct 2019 07:58
Dope,American Apathy,I'm Back,15 Oct 2019 07:54
Dope,No Regrets,6-6-Sick,15 Oct 2019 07:52
Dope,Group Therapy,Burn,15 Oct 2019 07:49
Dope,Life,Die MF Die,15 Oct 2019 06:27
Dope,Group Therapy,Bring It On,15 Oct 2019 06:24
Dope,Felons and Revolutionaries,You Spin Me Round (Like a Record),15 Oct 2019 06:21
Gary Glitter,Glitter,Rock and Roll Pt. 2,15 Oct 2019 06:11
Gary Glitter,Touch Me,Do You Wanna Touch Me? (Oh Yeah!),15 Oct 2019 06:05
Soil,Throttle Junkies,Black Betty,15 Oct 2019 06:02
The Stooges,The Stooges,I Wanna Be Your Dog,15 Oct 2019 05:59
Misfits,Famous Monsters,Scream,15 Oct 2019 05:56
the dose,The Dose,Cold Hands,15 Oct 2019 05:36
Nirvana,Nirvana,You Know You're Right,15 Oct 2019 05:27
Post Malone,Hollywood's Bleeding,Saint-Tropez,15 Oct 2019 05:03
Flobots,Fight With Tools,Handlebars,15 Oct 2019 04:59
Rammstein,Rammstein,Tattoo,15 Oct 2019 04:55
Red Hot Chili Peppers,Stadium Arcadium,Dani California,15 Oct 2019 04:50
Silverstein,Dead Reflection,The Afterglow,15 Oct 2019 04:47
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),15 Oct 2019 04:41
Motörhead,Inferno,Whorehouse Blues,15 Oct 2019 04:38
Turbobier,King of Simmering,VHS,15 Oct 2019 04:34
Young Thug,Birds In The Trap Sing McKnight,Pick Up The Phone,15 Oct 2019 04:30
NOFX,The Greatest Songs Ever Written (By Us),Wore Out The Soles Of My Party Boots,15 Oct 2019 04:28
NOFX,45 or 46 Songs That Weren't Good Enough to Go on Our Other Records,Drugs Are Good,15 Oct 2019 04:25
Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,15 Oct 2019 04:23
Nirvana,In Utero - 20th Anniversary Remaster,All Apologies,15 Oct 2019 04:19
Lil Peep,Come Over When You're Sober Pt. 2,Falling Down - Bonus Track,15 Oct 2019 04:16
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,15 Oct 2019 04:13
J. Cole,KOD,Kevin’s Heart,15 Oct 2019 04:09
Jimmy Eat World,Chase This Light,Big Casino,15 Oct 2019 03:50
The Handsome Family,Singing Bones,Far From Any Road,14 Oct 2019 21:56
Sticky Fingers,Caress Your Soul,Australia Street,14 Oct 2019 21:53
Basement,Promise Everything (Deluxe),Aquasun,14 Oct 2019 21:49
Bush,Sixteen Stone (Remastered),Glycerine - Remastered,14 Oct 2019 21:45
Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,14 Oct 2019 21:39
Crazy Town,The Gift of Game,Butterfly,14 Oct 2019 21:35
Red Hot Chili Peppers,Mother's Milk,Pretty Little Ditty - Remastered,14 Oct 2019 21:32
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,14 Oct 2019 18:26
Melvins,Houdini,Lizzy,14 Oct 2019 18:21
Melvins,Houdini,Hooch,14 Oct 2019 18:18
Yuck,Yuck (deluxe edition),Get Away,14 Oct 2019 18:15
Nothing,Tired of Tomorrow (Deluxe Version),Vertigo Flowers,14 Oct 2019 17:16
RAF Camora,Puta Madre,Puta Madre,14 Oct 2019 17:13
The Yardbirds,The Yardbirds Story - Pt. 3 - 1965/66 - Big Hits & America Calling,For Your Love,14 Oct 2019 17:10
The Yardbirds,The Yardbirds Story - Pt. 3 - 1965/66 - Big Hits & America Calling,Heart Full of Soul,14 Oct 2019 13:54
SWMRS,Drive North,D'You Have A Car?,14 Oct 2019 13:51
Bad Religion,How Could Hell Be Any Worse? (2005 Remaster),Part III,14 Oct 2019 13:43
SWMRS,Drive North,Palm Trees,14 Oct 2019 13:43
Bad Brains,Bad Brains,Pay to Cum,14 Oct 2019 13:39
SWMRS,Drive North,Miley,14 Oct 2019 12:16
SWMRS,Drive North,Lose It,14 Oct 2019 12:12
SWMRS,Drive North,Figuring It Out,14 Oct 2019 09:56
Misfits,Collection,Skulls,14 Oct 2019 09:54
Misfits,Walk Among Us,I Turned Into a Martian,14 Oct 2019 09:52
Operation Ivy,Operation Ivy (2007 Remaster),Jaded,14 Oct 2019 09:50
Operation Ivy,Operation Ivy (2007 Remaster),The Crowd,14 Oct 2019 09:48
Operation Ivy,Operation Ivy (2007 Remaster),Unity,14 Oct 2019 09:46
Descendents,Milo Goes to College,Hope,14 Oct 2019 09:44
Nothing,Guilty of Everything,Dig,14 Oct 2019 06:35
Hole,Celebrity Skin,Celebrity Skin,14 Oct 2019 06:32
Superheaven,Ours Is Chrome,I've Been Bored,14 Oct 2019 06:29
L7,Bricks Are Heavy,Pretend We're Dead,14 Oct 2019 06:17
Jane's Addiction,Jane's Addiction (Live),I Would For You,14 Oct 2019 06:13
The Regrettes,Feel Your Feelings Fool!,Seashore,14 Oct 2019 05:32
Violent Soho,WACO,Like Soda,14 Oct 2019 05:28
Violent Soho,WACO,Viceroy,14 Oct 2019 05:24
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,14 Oct 2019 05:21
The Sonics,Here Are The Sonics,Have Love Will Travel,14 Oct 2019 05:18
Seiler und Speer,Ham kummst,Stopp doch die Zeit,14 Oct 2019 05:15
Metallica,Reload,The Unforgiven II,13 Oct 2019 22:12
Eminem,Curtain Call (Deluxe),Cleanin' Out My Closet,13 Oct 2019 21:54
Alphaville,Forever Young,Forever Young,13 Oct 2019 21:50
Bad Religion,New Maps of Hell Deluxe Version,Dearly Beloved - Acoustic,13 Oct 2019 21:47
Sum 41,Underclass Hero,Dear Father,13 Oct 2019 21:43
Sum 41,Underclass Hero,Best of Me,13 Oct 2019 21:39
The Pretty Reckless,Light Me Up,You,13 Oct 2019 21:35
Incubus,Light Grenades,Love Hurts,13 Oct 2019 21:31
Dethklok,The Dethalbum,Go Forth and Die,13 Oct 2019 18:41
The Struts,Everybody Wants,Could Have Been Me,13 Oct 2019 17:39
Bilderbuch,Kitsch,Kitsch,13 Oct 2019 13:04
Nirvana,Incesticide,Downer,13 Oct 2019 13:02
Nirvana,Incesticide,Sliver,13 Oct 2019 12:59
Serj Tankian,Spitak (Original Motion Picture Soundtrack),Gor Searching,13 Oct 2019 12:35
Serj Tankian,Elect the Dead (Deluxe),Sky is Over,13 Oct 2019 12:31
System of a Down,Toxicity,Toxicity,13 Oct 2019 12:26
System of a Down,Toxicity,Chop Suey!,13 Oct 2019 12:23
System of a Down,Hypnotize,Stealing Society,13 Oct 2019 12:20
System of a Down,Hypnotize,Soldier Side,13 Oct 2019 12:16
System of a Down,Mezmerize,Soldier Side - Intro,13 Oct 2019 12:15
The Germs,GI,Lexicon Devil,13 Oct 2019 12:13
Descendents,Milo Goes to College,Suburban Home,13 Oct 2019 11:00
Sublime,40oz. To Freedom,Badfish,13 Oct 2019 10:24
Sublime,40oz. To Freedom,Hope,13 Oct 2019 10:22
Descendents,Milo Goes to College,Hope,13 Oct 2019 10:20
Rob Zombie,Educated Horses,Foxy Foxy,12 Oct 2019 22:46
Daughters,You Won't Get What You Want,The Reason They Hate Me,12 Oct 2019 22:42
GG Allin,Res-Erected,Expose Yourself to Kids,12 Oct 2019 22:39
Violent Soho,Violent Soho,Son Of Sam,12 Oct 2019 22:35
Dr. Acula,Below Me,Piano Lessons Can Be Murder,12 Oct 2019 22:33
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,12 Oct 2019 22:30
The White Stripes,Icky Thump,Icky Thump,12 Oct 2019 20:24
Eddie Cochran,Never to Be Forgotten,Twenty Flight Rock,12 Oct 2019 20:22
Captain Beefheart & His Magic Band,Safe As Milk,Zig Zag Wanderer,12 Oct 2019 20:17
Starcrawler,Bet My Brains,Bet My Brains,12 Oct 2019 20:10
Anti-Flag,Christian Nationalist,Christian Nationalist,12 Oct 2019 20:06
Mastodon,Blood Mountain,The Wolf Is Loose,12 Oct 2019 19:53
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,12 Oct 2019 18:20
Iron Maiden,The Number Of The Beast (2015 Remaster),Run to the Hills - 2015 Remaster,12 Oct 2019 14:33
Avatar,Black Waltz,Paint Me Red,12 Oct 2019 13:46
Lindemann,Steh auf,Steh auf,12 Oct 2019 13:42
Emil Bulls,Mixtape,Survivor,12 Oct 2019 13:38
Placebo,Without You I'm Nothing,Every You Every Me,12 Oct 2019 13:35
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,12 Oct 2019 13:32
Denzel Curry,Shawshank [Feat. Tate Kobang],Shawshank [Feat. Tate Kobang],11 Oct 2019 18:06
Muse,Drones,The Handler,11 Oct 2019 17:45
The Interrupters,Fight the Good Fight,Title Holder,11 Oct 2019 17:42
Set Your Goals,This Will Be The Death of Us,The Few That Remain,11 Oct 2019 17:38
Silverstein,Dead Reflection,The Afterglow,11 Oct 2019 17:35
Daron Malakian and Scars on Broadway,Scars on Broadway,They Say,11 Oct 2019 17:32
The Interrupters,Say It Out Loud,On A Turntable,11 Oct 2019 17:25
Muse,Absolution,Hysteria,11 Oct 2019 17:21
The Interrupters,Fight the Good Fight,Gave You Everything,11 Oct 2019 17:18
Muse,Simulation Theory (Super Deluxe),Pressure,11 Oct 2019 17:01
Muse,Drones,Psycho,11 Oct 2019 16:55
The Notorious B.I.G.,Ready To Die (The Remaster),Big Poppa - 2005 Remaster,11 Oct 2019 16:50
Type O Negative,October Rust [Special Edition],Wolf Moon (Including Zoanthropic Paranoia),11 Oct 2019 16:12
Type O Negative,Bloody Kisses [Top Shelf Edition],Christian Woman,11 Oct 2019 16:03
Type O Negative,October Rust [Special Edition],Love You to Death,11 Oct 2019 13:38
Ghost,Meliora (Deluxe Edition),Mummy Dust,11 Oct 2019 11:49
makeout,The Good Life,Crazy,11 Oct 2019 11:21
Queens of the Stone Age,Era Vulgaris,3's & 7's,11 Oct 2019 11:18
Eminem,KILLSHOT,KILLSHOT,11 Oct 2019 11:13
The Strokes,Is This It,Someday,11 Oct 2019 11:10
Gojira,L'Enfant Sauvage (Special Edition),The Gift of Guilt,11 Oct 2019 11:04
Pennywise,Land of the Free?,Fuck Authority,11 Oct 2019 11:01
Strapping Young Lad,City,Detox,11 Oct 2019 10:54
Dethklok,Dethalbum III,Skyhunter,11 Oct 2019 10:50
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),11 Oct 2019 10:44
Green Day,Insomniac,Brain Stew,11 Oct 2019 10:41
Madsen,Bumm! Bumm! Bumm! (feat. König Boris),Bumm! Bumm! Bumm! (feat. König Boris),11 Oct 2019 10:37
Zebrahead,MFZB,Hello Tomorrow,11 Oct 2019 10:33
Korn,Follow the Leader,Dead Bodies Everywhere,11 Oct 2019 10:30
Amon Amarth,Jomsviking,A Dream That Cannot Be,11 Oct 2019 10:24
Franz Ferdinand,Franz Ferdinand,Take Me Out,11 Oct 2019 10:20
Beartooth,Disease,You Never Know,11 Oct 2019 10:15
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Hypnotize - 2014 Remaster,11 Oct 2019 10:04
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Going Back to Cali - 2014 Remaster,11 Oct 2019 09:59
After the Burial,Dig Deep,Lost In The Static,11 Oct 2019 09:54
Black Stone Cherry,Death Letter Blues,Death Letter Blues,11 Oct 2019 09:48
Airbourne,Backseat Boogie,Backseat Boogie,11 Oct 2019 09:45
Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Going to California - Remaster,11 Oct 2019 09:41
Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Black Dog - Remaster,11 Oct 2019 09:24
Mac DeMarco,Salad Days,Chamber of Reflection,11 Oct 2019 09:20
Apache 207,Roller,Roller,11 Oct 2019 09:18
Mac DeMarco,Salad Days,Salad Days,11 Oct 2019 09:15
Apache 207,Kein Problem,Kein Problem,11 Oct 2019 09:13
Turbonegro,Retox,Boys From Nowhere,11 Oct 2019 09:09
The Struts,YOUNG&DANGEROUS,Body Talks,11 Oct 2019 09:06
Simple Creatures,Everything Opposite,Thanks I Hate It,11 Oct 2019 09:03
Trivium,Drowning In The Sound,Drowning In The Sound,11 Oct 2019 09:00
Simple Creatures,Everything Opposite,NVM,11 Oct 2019 08:56
Simple Creatures,Everything Opposite,Special,11 Oct 2019 08:53
Simple Creatures,Everything Opposite,The Wolf,11 Oct 2019 08:48
The Mamas & the Papas,If You Can Believe Your Eyes & Ears,California Dreamin' - Single Version,11 Oct 2019 08:45
Simple Creatures,Everything Opposite,Need Me,11 Oct 2019 08:42
Simple Creatures,Everything Opposite,One Little Lie,11 Oct 2019 08:39
Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,11 Oct 2019 08:32
My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Bulletproof Heart,11 Oct 2019 08:25
Type O Negative,Life Is Killing Me,I Don't Wanna Be Me,11 Oct 2019 08:20
My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Vampire Money,11 Oct 2019 08:20
Type O Negative,October Rust [Special Edition],My Girlfriend's Girlfriend,11 Oct 2019 08:12
Bring Me the Horizon,That's The Spirit,Throne,11 Oct 2019 08:09
Bring Me the Horizon,That's The Spirit,Avalanche,11 Oct 2019 08:05
Bring Me the Horizon,That's The Spirit,True Friends,11 Oct 2019 07:55
Bring Me the Horizon,That's The Spirit,Follow You,11 Oct 2019 07:51
Bring Me the Horizon,That's The Spirit,Happy Song,11 Oct 2019 07:45
Insomnium,Heart Like a Grave (Bonus Tracks Version),And Bells They Toll,11 Oct 2019 07:39
GG Allin,Hated in the Nation,Bite It You Scum,11 Oct 2019 07:35
Minor Threat,Salad Days,Salad Days,11 Oct 2019 07:33
Violent Soho,Violent Soho,Jesus Stole My Girlfriend,11 Oct 2019 07:30
Cloud Rat,Pollinator,Wonder,11 Oct 2019 07:28
After the Burial,Rareform [Re-Issue],Berzerker,11 Oct 2019 07:15
Within the Ruins,Phenomena,Gods Amongst Men,11 Oct 2019 07:10
Bring Me the Horizon,Sempiternal (Deluxe),Can You Feel My Heart,11 Oct 2019 07:06
Within the Ruins,Invade,Versus,11 Oct 2019 07:02
Foo Fighters,01020225,Win or Lose,11 Oct 2019 06:58
Donots,Coma Chameleon,Stop The Clocks,11 Oct 2019 06:54
Foo Fighters,01020225,Sister Europe,11 Oct 2019 06:33
Foo Fighters,01020225,The One,11 Oct 2019 06:25
Greta Van Fleet,From The Fires,Highway Tune,11 Oct 2019 06:22
Green Day,Father of All...,Fire Ready Aim,11 Oct 2019 06:20
Greta Van Fleet,From The Fires,Talk On The Street,11 Oct 2019 06:12
Soilwork,Figure Number Five,Distortion Sleep,11 Oct 2019 05:16
Queens of the Stone Age,Era Vulgaris,Into the Hollow,11 Oct 2019 05:13
Rammstein,Rammstein,PUPPE,11 Oct 2019 04:58
SIBIIR,SIBIIR,These Rats We Deny,11 Oct 2019 04:55
Paradise Lost,The Plague Within,No Hope In Sight,11 Oct 2019 04:50
Marilyn Manson,The Pale Emperor (Deluxe Version),The Mephistopheles of Los Angeles,11 Oct 2019 04:45
Marilyn Manson,Mechanical Animals,I Don't Like the Drugs (But the Drugs Like Me),11 Oct 2019 04:40
Sum 41,Out For Blood,OUT FOR BLOOD,11 Oct 2019 04:36
A Day to Remember,For Those Who Have Heart Re-Issue,You Should Have Killed Me When You Had the Chance,11 Oct 2019 04:33
Beartooth,Disgusting,The Lines,11 Oct 2019 04:29
Cake,Prolonging the Magic,Never There,11 Oct 2019 04:26
Misfits,Collection,Skulls,11 Oct 2019 04:24
Misfits,Walk Among Us,All Hell Breaks Loose,11 Oct 2019 04:22
Kanye West,Homecoming,Homecoming,11 Oct 2019 04:19
J. Cole,KOD,Kevin’s Heart,11 Oct 2019 04:15
blink-182,blink-182,Always,10 Oct 2019 21:39
